CMTE_ID,CMTE_NM,CMTE_ST1,CMTE_ST2,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,CAND_NM,RPT_YR,RPT_TP,TERM_RPT_FLAG,AMNDT_IND,RECEIPT_DT,CVG_START_DT,CVG_END_DT,RPT_PGI,COH_BOP,TTL_RECEIPTS_SUM_PAGE_PER,SUBTTL_SUM_PAGE_PER,TTL_DISB_SUM_PAGE_PER,COH_COP,DEBTS_OWED_TO_CMTE,DEBTS_OWED_BY_CMTE,EXP_SUBJECT_LIMITS,NET_CONTB_SUM_PAGE_PER,NET_OP_EXP_SUM_PAGE_PER,FED_FUNDS_PER,INDV_CONTB_PER,POL_PTY_CMTE_CONTB_PER,OTHER_POL_CMTE_CONTB_PER,CAND_CONTB_PER,TTL_CONTB_PER,TRANF_FROM_AFFILATED_CMTE_PER,LOANS_RECEIVED_FROM_CAND_PER,OTHER_LOANS_RECEIVED_PER,TTL_LOANS_RECEIVED_PER,OFFSETS_TO_OP_EXP_PER,OFFSETS_TO_FNDRSG_EXP_PER,OFFSETS_TO_LEGAL_ACCTG_PER,TTL_OFFSETS_TO_OP_EXP_PER,OTHER_RECEIPTS_PER,TTL_RECEIPTS_PER,OP_EXP_PER,TRANF_TO_OTHER_AUTH_CMTE_PER,FNDRSG_DISB_PER,EXEMPT_LEGAL_ACCTG_DISB_PER,REPYMTS_LOANS_MADE_BY_CAND_PER,REPYMTS_OTHER_LOANS_PER,TTL_LOAN_REPYMTS_MADE_PER,REF_INDV_CONTB_PER,REF_POL_PTY_CMTE_CONTB_PER,REF_OTHER_POL_CMTE_CONTB_PER,TTL_CONTB_REF_PER,OTHER_DISB_PER,TTL_DISB_PER,ITEMS_ON_HAND_LIQUIDATED,TTL_PER,FED_FUNDS_YTD,INDV_CONTB_YTD,POL_PTY_CMTE_CONTB_YTD,OTHER_POL_CMTE_CONTB_YTD,CAND_CONTB_YTD,TTL_CONTB_YTD,TRANF_FROM_AFFILIATED_CMTE_YTD,LOANS_RECEIVED_FROM_CAND_YTD,OTHER_LOANS_RECEIVED_YTD,TTL_LOANS_RECEIVED_YTD,OFFSETS_TO_OP_EXP_YTD,OFFSETS_TO_FNDRSG_EXP_YTD,OFFSETS_TO_LEGAL_ACCTG_YTD,TTL_OFFSETS_TO_OP_EXP_YTD,OTHER_RECEIPTS_YTD,TTL_RECEIPTS_YTD,OP_EXP_YTD,TRANF_TO_OTHER_AUTH_CMTE_YTD,FNDRSG_DISB_YTD,EXEMPT_LEGAL_ACCTG_DISB_YTD,REPYMTS_LOANS_MADE_CAND_YTD,REPYMTS_OTHER_LOANS_YTD,TTL_LOAN_REPYMTS_MADE_YTD,REF_INDV_CONTB_YTD,REF_POL_PTY_CMTE_CONTB_YTD,REF_OTHER_POL_CMTE_CONTB_YTD,TTL_CONTB_REF_YTD,OTHER_DISB_YTD,TTL_DISB_YTD,TTL_YTD,TRES_SIGN_NM,TRES_SIGN_DT,FILE_NUM
C00574624,"CRUZ FOR PRESIDENT ","PO BOX 25376,",""," HOUSTON","TX","77265","P60006111","CRUZ, RAFAEL EDWARD 'TED'",2015,"Q2",,A,15-JUL-15,01-APR-15,30-JUN-15,,3934267.45,10043380.09,13977647.54,5450051.61,8527595.93,0,618006.57,0,14049037.62,5768754.62,0,10022548.84,0,20207.25,0,10042756.09,0,0,0,0,624,0,0,624,0,10043380.09,5397865.61,0,0,0,0,0,0,49486,0,0,49486,2700,5450051.61,0,0,0,14078316.37,0,20207.25,0,14098523.62,250012.93,0,0,0,624,0,0,624,0,14349160.55,5769378.62,0,0,0,0,0,0,49486,0,0,49486,2700,5821564.62,0,"KNIPPA, BRADLEY S",03-SEP-15,1024046
C00574624,"CRUZ FOR PRESIDENT ","PO BOX 25376",""," HOUSTON","TX","77265","P60006111","CRUZ, RAFAEL EDWARD 'TED'",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,8527595.93,12218137.71,20745733.64,6966829.6,13778904.04,0,0,0,26187916.33,12656325.22,0,12189642.71,0,28495,0,12218137.71,0,0,0,0,0,0,0,0,0,12218137.71,6887570.6,0,0,0,0,0,0,78859,0,400,79259,0,6966829.6,0,0,0,26267959.08,0,48702.25,0,26316661.33,250012.93,0,0,0,624,0,0,624,0,26567298.26,12656949.22,0,0,0,0,0,0,128345,0,400,128745,2700,12788394.22,0,"KNIPPA, BRADLEY S",15-OCT-15,1029462
C00574624,"CRUZ FOR PRESIDENT ","PO BOX 25376,",""," HOUSTON","TX","77265","P60006111","CRUZ, RAFAEL EDWARD 'TED'",2015,"Q1",,N,15-APR-15,01-JAN-15,31-MAR-15,,0,4305780.46,4305780.46,371513.01,3934267.45,0,0,0,4055767.53,371513.01,0,4055767.53,0,0,0,4055767.53,250012.93,0,0,0,0,0,0,0,0,4305780.46,371513.01,0,0,0,0,0,0,0,0,0,0,0,371513.01,0,0,0,4055767.53,0,0,0,4055767.53,250012.93,0,0,0,0,0,0,0,0,4305780.46,371513.01,0,0,0,0,0,0,0,0,0,0,0,371513.01,0,"KNIPPA, BRADLEY S",15-APR-15,1004025
C00458844,"MARCO RUBIO FOR PRESIDENT","PO BOX 140420","","MIAMI","FL","33114","P60006723","RUBIO, MARCO",2015,"Q2",,A,15-JUL-15,01-APR-15,30-JUN-15,,4065864.07,8872907.37,12938771.44,3079705.95,9859065.49,0,0,0,15544988.63,8858444.62,0,8656308.22,0,27200,0,8683508.22,176061.43,0,0,0,13288.42,0,0,13288.42,49.3,8872907.37,2258176.79,0,0,0,0,0,0,626389.16,0,195140,821529.16,0,3079705.95,0,0,0,15294443.4,115,1214474.31,0,16509032.71,2694072.24,0,0,0,177481.87,0,0,177481.87,222709.75,19603296.57,9035926.49,225000,0,0,0,0,0,763404.08,0,200640,964044.08,60780,10285750.57,0,"LISKER, LISA",15-OCT-15,1029436
C00458844,"MARCO RUBIO FOR PRESIDENT","PO BOX 140420","","MIAMI","FL","33114","P60006723","RUBIO, MARCO",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,9859065.49,5724784.46,15583849.95,4607861.17,10975988.78,0,75902.33,0,21102344.88,13296195.64,0,5686827.02,101.68,34100,0,5721028.7,0,0,0,0,1437.7,0,0,1437.7,2318.06,5724784.46,4439188.72,0,0,0,0,0,0,159172.45,0,4500,163672.45,5000,4607861.17,0,0,0,20981270.42,216.68,1248574.31,0,22230061.41,2694072.24,0,0,0,178919.57,0,0,178919.57,225027.81,25328081.03,13475115.21,225000,0,0,0,0,0,922576.53,0,205140,1127716.53,65780,14893611.74,0,"LISKER, LISA",15-OCT-15,1029457
C00577130,"BERNIE 2016","P.O. BOX 905","","BURLINGTON","VT","05402","P60007168","SANDERS, BERNARD",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,,0,15247353.43,15247353.43,3085615.76,12161737.67,0,0,0,13612748.76,2952884.1,0,13745417.64,0,0,0,13745417.64,1500000,0,0,0,62.78,0,0,62.78,1873.01,15247353.43,2952946.88,0,0,0,0,0,0,132668.88,0,0,132668.88,0,3085615.76,0,0,0,13745417.64,0,0,0,13745417.64,1500000,0,0,0,62.78,0,0,62.78,1873.01,15247353.43,2952946.88,0,0,0,0,0,0,132668.88,0,0,132668.88,0,3085615.76,0,"LARKIN, ERINN",15-JUL-15,1015044
C00577130,"BERNIE 2016","PO BOX 905","","BURLINGTON","VT","05402","P60007168","SANDERS, BERNARD",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,12161737.67,26216430.38,38378168.05,11258446.55,27119721.5,0,0,0,39671966.25,14020200.26,0,26208126.09,0,200,0,26208326.09,0,0,0,0,1991.79,0,0,1991.79,6112.5,26216430.38,11069307.95,0,0,0,0,0,0,149108.6,0,0,149108.6,40030,11258446.55,0,0,0,39953543.73,0,200,0,39953743.73,1500000,0,0,0,2054.57,0,0,2054.57,7985.51,41463783.81,14022254.83,0,0,0,0,0,0,281777.48,0,0,281777.48,40030,14344062.31,0,"JACKSON, SUSAN",15-OCT-15,1029414
C00577312,"CARLY FOR PRESIDENT","1020 N FAIRFAX ST","STE 200","ALEXANDRIA","VA","22314","P60007242","FIORINA, CARLY",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,,0,1704703.74,1704703.74,714044.94,990658.8,0,0,0,1699127.35,708469.94,0,1704202.35,0,500,0,1704702.35,0,0,0,0,0,0,0,0,1.39,1704703.74,708469.94,0,0,0,0,0,0,5575,0,0,5575,0,714044.94,0,0,0,1704202.35,0,500,0,1704702.35,0,0,0,0,0,0,0,0,1.39,1704703.74,708469.94,0,0,0,0,0,0,5575,0,0,5575,0,714044.94,0,"SCHMUCKLER, JOSEPH R",15-JUL-15,1015551
C00577312,"CARLY FOR PRESIDENT","1020 N FAIRFAX ST","STE 200","ALEXANDRIA","VA","22314","P60007242","FIORINA, CARLY",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,990658.8,6791308.76,7781967.56,2232773.15,5549194.41,0,0,0,8447713.63,2898525.5,0,6780836.28,0,8150,0,6788986.28,0,0,0,0,2317.59,0,0,2317.59,4.89,6791308.76,2192373.15,0,0,0,0,0,0,40400,0,0,40400,0,2232773.15,0,0,0,8485038.63,0,8650,0,8493688.63,0,0,0,0,2317.59,0,0,2317.59,6.28,8496012.5,2900843.09,0,0,0,0,0,0,45975,0,0,45975,0,2946818.09,0,"SCHMUCKLER, JOSEPH R",15-OCT-15,1029240
C00578245,"PATAKI FOR PRESIDENT INC","132 E 43RD ST #614","","NEW YORK","NY","10017","P60007572","PATAKI, GEORGE E.",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,,0,255794.96,255794.96,48174.71,207620.25,0,0,48174.71,255794.96,48174.71,0,255794.96,0,0,0,255794.96,0,0,0,0,0,0,0,0,0,255794.96,48174.71,0,0,0,0,0,0,0,0,0,0,0,48174.71,0,0,0,255794.96,0,0,0,255794.96,0,0,0,0,0,0,0,0,0,255794.96,48174.71,0,0,0,0,0,0,0,0,0,0,0,48174.71,0,"PYUN, JULIE",15-JUL-15,1015617
C00578245,"PATAKI FOR PRESIDENT INC","132 E 43RD ST #614","","NEW YORK","NY","10017","P60007572","PATAKI, GEORGE E.",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,207620.25,153513.89,361134.14,347563.59,13570.55,0,20000,395738.3,389308.85,395738.3,0,133513.89,0,0,0,133513.89,0,20000,0,20000,0,0,0,0,0,153513.89,347563.59,0,0,0,0,0,0,0,0,0,0,0,347563.59,0,94626.93,0,389308.85,0,0,0,389308.85,0,20000,0,20000,0,0,0,0,0,409308.85,395738.3,0,0,0,0,0,0,0,0,0,0,0,395738.3,95654.71,"PYUN, JULIE",15-OCT-15,1029411
C00578658,"O'MALLEY FOR PRESIDENT","1501 SAINT PAUL STREET","#114","BALTIMORE","MD","21202","P60007671","O'MALLEY, MARTIN JOSEPH",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,1314136.02,1282820.92,2596956.94,1790970.11,805986.83,0,20607.5,0,3203744.08,2397107.25,0,1205748.37,0,28377.05,0,1234125.42,0,0,0,0,48695.5,0,0,48695.5,0,1282820.92,1774044.95,0,0,0,0,0,0,16525.16,0,0,16525.16,400,1790970.11,0,0,0,3184397.21,0,50172.03,0,3234569.24,0,0,0,0,55156.36,0,0,55156.36,0,3289725.6,2452263.61,0,0,0,0,0,0,30825.16,0,0,30825.16,650,2483738.77,0,"LIERMAN, TERRY LEE",15-OCT-15,1029670
C00578658,"O'MALLEY FOR PRESIDENT","1501 SAINT PAUL STREET","#114","BALTIMORE","MD","21202","P60007671","O'MALLEY, MARTIN JOSEPH",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,,0,2006904.68,2006904.68,692768.66,1314136.02,0,141560.23,0,1986143.82,671757.8,0,1978648.84,0,21794.98,0,2000443.82,0,0,0,0,6460.86,0,0,6460.86,0,2006904.68,678218.66,0,0,0,0,0,0,14300,0,0,14300,250,692768.66,0,0,0,1978648.84,0,21794.98,0,2000443.82,0,0,0,0,6460.86,0,0,6460.86,0,2006904.68,678218.66,0,0,0,0,0,0,14300,0,0,14300,250,692768.66,0,"LIERMAN, TERRY LEE",15-JUL-15,1015715
C00578757,"LINDSEY GRAHAM 2016","PO BOX 2732","","COLUMBIA","SC","29202","P60007697","GRAHAM, LINDSEY O.",2015,"Q2",,A,15-JUL-15,14-JAN-15,30-JUN-15,P2016,0,3709552.93,3709552.93,1126733.82,2582819.11,0,0,0,2173151.15,1115333.82,0,2147751.15,0,36800,0,2184551.15,1525000,0,0,0,0,0,0,0,1.78,3709552.93,1115333.82,0,0,0,0,0,0,11400,0,0,11400,0,1126733.82,0,0,0,2147751.15,0,36800,0,2184551.15,1525000,0,0,0,0,0,0,0,1.78,3709552.93,1115333.82,0,0,0,0,0,0,11400,0,0,11400,0,1126733.82,0,"WESTBROOK, THAD H",15-SEP-15,1025025
C00578757,"LINDSEY GRAHAM 2016","PO BOX 2732","","COLUMBIA","SC","29202","P60007697","GRAHAM, LINDSEY O.",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,P,2582819.11,1052657.62,3635476.73,1984167.6,1651309.13,0,0,0,3020800.49,3094501.42,0,835899.34,0,16750,0,852649.34,200000,0,0,0,0,0,0,0,8.28,1052657.62,1979167.6,0,0,0,0,0,0,5000,0,0,5000,0,1984167.6,0,0,0,2983650.49,0,53550,0,3037200.49,1725000,0,0,0,0,0,0,0,10.06,4762210.55,3094501.42,0,0,0,0,0,0,16400,0,0,16400,0,3110901.42,0,"WESTBROOK, THAD H",15-OCT-15,1029629
